date,num_employees,country,industry_code,amount_A,amount_B,amount_C,A_score,B_score,C_score,bankrupt
2019-02-08,15,US,3,23451.59,23495.1,23298.93,3,3,3,True
2019-02-08,36,EN,72,902.77,1826.08,3658.67,2,2,2,False
2019-02-08,12,US,63,3405.54,13471.33,20286.49,2,1,2,False
2019-02-08,206,CN,84,50632.4,37932.93,25289.29,4,4,4,False
2019-02-08,2431,EN,42,755.87,756.35,747.55,3,3,3,False
2019-02-08,28,TR,75,15475.35,7798.28,3855.62,3,3,3,False
2019-02-08,369,NL,11,1142.83,2271.06,4570.19,2,2,2,False
2019-02-08,256,NL,49,1235.92,925.43,624.11,2,2,2,False
2019-02-08,612,US,67,640.68,1278.29,2581.56,1,1,1,False
2019-02-08,19,CN,60,137.35,552.23,828.65,5,5,5,False
2019-02-08,616,CN,91,1132.39,867.25,573.37,4,4,4,False
2019-02-08,89,NL,72,1276.06,637.46,322.2,5,5,5,False
2019-02-08,40,US,50,8925.81,6730.18,4435.02,3,3,3,False
2019-02-08,1142,US,95,10328.18,7631.44,5125.48,4,4,4,False
2019-02-08,15,TR,76,3924.94,3958.52,3945.82,2,2,2,False
2019-02-08,49419,TR,97,2824.2,5626.56,8427.39,3,3,3,True
2019-02-08,74486,TR,82,25267.96,18967.37,12713.32,2,2,2,False
2019-02-08,2781,EN,77,224.4,897.01,1351.68,4,4,4,False
2019-02-08,48,US,4,3910.56,7793.05,11623.11,3,3,5,False
2019-02-08,1839,US,90,708.33,710.12,709.97,3,3,3,False
2019-02-08,1374,TR,27,10745.81,5360.3,2676.2,4,4,4,False
2019-02-08,119,NL,89,5842.47,11685.73,17672.63,4,4,4,False
2019-02-08,41,TR,9,74262.22,36884.28,18527.75,5,5,5,False
2019-02-08,17,EN,87,6741.11,5024.67,3332.96,3,3,3,False
2019-02-08,23,NL,80,1357.93,686.22,341.9,3,3,3,True
2019-02-08,2540,US,51,5213.58,2591.83,1303.66,3,1,3,False
2019-02-08,41397,EN,79,1009.78,2021.04,3013.36,3,3,3,False
2019-02-08,111,EN,16,744.38,2986.99,4491.46,3,3,3,False
2019-02-08,14,NL,64,2517.63,5063.09,7678.1,3,3,3,False
2019-02-08,11,TR,20,15919.21,15823.11,15918.88,4,4,4,False
2019-02-08,140,TR,53,42014.25,31311.58,21153.67,3,3,3,False
2019-02-08,26,CN,48,3819.02,15366.14,23029.51,3,3,3,False
2019-02-08,57,NL,21,1675.08,6609.3,,2,2,3,False
2019-02-08,28,TR,68,167.15,333.3,664.78,2,2,2,False
2019-02-08,2902,EN,63,958.0,961.83,964.3,3,3,3,False
2019-02-08,2136,TR,35,51348.59,25644.58,12819.31,3,3,3,False
2019-02-08,56830,TR,20,1646.27,3315.15,6606.01,1,1,1,True
2019-02-08,4443,EN,55,28371.82,21241.53,14215.86,4,4,4,False
2019-02-08,17,NL,72,1414.96,2820.87,5623.31,5,5,5,False
2019-02-08,8269,CN,90,12423.61,12515.64,12428.16,3,3,3,False
2019-02-08,18,TR,47,19261.44,14335.31,9608.37,3,3,3,False
2019-02-08,825,TR,75,5090.83,10085.91,19857.73,3,3,3,False
2019-02-08,12,TR,17,1010.35,766.12,503.73,4,4,4,False
2019-02-08,11,NL,98,50884.02,25260.19,12651.74,2,2,2,False
2019-02-08,272,EN,14,14799.72,29388.93,44600.07,3,3,3,False
2019-02-08,13,EN,43,414.37,823.81,1233.16,5,5,5,False
2019-02-08,49,EN,93,2574.17,5128.89,7812.02,3,3,3,False
2019-02-08,68,EN,44,567.75,575.24,575.92,3,3,3,False
2019-02-08,10240,EN,96,18425.4,18371.78,18343.36,5,5,5,False
2019-02-08,64,EN,35,696.23,704.8,692.67,3,3,3,False
2019-02-08,386,TR,39,2237.07,1125.2,562.8,4,4,4,False
2019-02-08,10635,TR,50,1357.55,2693.37,5348.63,4,4,4,False
2019-02-08,21,EN,29,8206.02,32666.42,49027.43,5,5,5,False
2019-02-08,15668,EN,25,40830.3,20427.86,10051.04,4,4,4,True
2019-02-08,21633,NL,84,7626.59,15309.25,22860.5,3,4,4,False
2019-02-08,142376,NL,30,16863.12,12627.85,8478.95,3,3,3,False
2019-02-08,216,US,55,8483.07,8491.99,8526.21,2,2,2,False
2019-02-08,95,TR,60,2032.3,1010.34,506.88,3,3,3,False
2019-02-08,4565,EN,16,14616.79,7332.32,3670.48,2,2,2,False
2019-02-08,12,TR,80,1073.14,798.9,535.91,3,3,3,True
2019-02-09,11,US,97,530.13,2138.46,3170.72,4,4,4,False
2019-02-09,65,NL,23,2463.16,9850.06,14629.97,3,3,3,False
2019-02-09,6347,US,96,10537.86,7940.76,5279.44,3,3,3,True
2019-02-09,14,CN,3,7871.73,7879.37,7886.66,2,2,2,False
2019-02-09,2061,NL,8,675.94,676.25,675.96,3,3,3,False
2019-02-09,35,TR,1,2207.2,2189.61,2177.26,2,2,2,False
2019-02-09,2500,NL,34,54567.94,27193.11,13805.32,2,2,2,False
2019-02-09,250,US,37,4282.73,17153.92,26041.16,3,3,3,False
2019-02-09,13,EN,44,2880.22,5748.61,8533.19,4,4,4,False
2019-02-09,29,US,14,2106.06,4175.61,6279.02,3,3,3,False
2019-02-09,23,US,41,125.2,498.26,752.28,3,3,3,False
2019-02-09,17,EN,2,4266.22,8607.68,13041.06,5,5,5,False
2019-02-09,285,TR,30,827.63,1645.12,3316.79,4,4,4,False
2019-02-09,94475,TR,51,2589.21,1926.04,1278.61,3,3,3,False
2019-02-09,2699,NL,40,342.13,689.83,1381.2,3,3,3,False
2019-02-09,22753,US,56,3180.31,2380.75,1573.2,4,4,4,False
2019-02-09,129707,NL,41,74909.83,37420.45,19007.1,2,2,2,False
2019-02-09,666,EN,52,182.46,364.88,725.62,3,3,3,False
2019-02-09,27,CN,55,649.01,656.45,656.8,1,1,1,False
2019-02-09,68451,TR,86,253.72,511.44,1029.14,1,1,1,False
2019-02-09,4403,EN,75,11234.73,8434.59,5600.46,5,5,5,False
2019-02-09,99448,TR,71,2273.17,1124.57,565.56,3,3,3,True
2019-02-09,2481,NL,52,63566.92,31855.11,15834.66,3,3,3,False
2019-02-09,10967,CN,84,1349.75,681.78,338.0,4,4,4,True
2019-02-09,43820,US,84,2073.77,1577.11,1045.24,5,5,5,True
2019-02-09,9064,TR,31,974.79,3913.52,5843.83,1,1,1,False
2019-02-09,865,US,80,17128.8,8577.07,4349.49,1,1,1,True
2019-02-09,298,NL,53,19300.21,9718.18,4886.29,4,4,4,False
2019-02-09,19556,TR,36,2131.41,1601.41,1069.28,3,3,5,True
2019-02-09,10559,NL,87,1420.61,1409.48,1413.68,4,4,4,True
2019-02-09,91,US,7,21735.96,16169.8,10785.53,3,3,3,False
2019-02-09,405,NL,81,22183.88,16547.27,11142.99,2,3,3,False
2019-02-09,2048,NL,10,,2181.88,3299.51,2,2,2,False
2019-02-09,11,NL,53,31610.59,31474.9,31166.86,3,3,3,False
2019-02-09,29,EN,59,177.46,352.08,705.52,4,4,4,False
2019-02-12,30,EN,9,6536.26,3237.87,1629.05,2,2,2,False
2019-02-12,40095,TR,89,1325.42,2635.95,3946.17,3,4,4,False
2019-02-12,63,NL,69,4685.38,3491.11,2332.94,3,2,2,False
2019-02-12,703,NL,80,1215.5,2404.17,3572.26,3,3,,False
2019-02-12,21579,NL,86,2386.15,4863.51,7219.25,1,1,1,False
2019-02-12,32,EN,41,862.34,639.19,429.21,3,3,3,False
2019-02-12,14,US,36,22908.67,22750.42,22729.38,3,3,3,False
2019-02-12,87590,NL,91,1156.65,859.99,572.88,3,3,3,False
2019-02-12,4714,CN,79,4297.64,8700.87,12918.62,3,3,3,False
2019-02-12,18,TR,75,17699.92,17783.44,17770.88,3,3,3,False
2019-02-12,18714,EN,57,3663.76,3655.72,3603.88,2,2,2,True
2019-02-12,12661,US,84,657.65,657.23,651.7,4,4,4,True
2019-02-12,23177,CN,58,1119.1,566.91,282.42,4,4,4,True
2019-02-12,37,NL,23,3805.15,3774.86,3805.82,3,3,3,False
2019-02-12,227,EN,27,843.52,639.9,424.46,3,3,3,False
2019-02-12,4131,NL,36,30596.82,15066.14,7531.16,3,3,5,False
2019-02-12,118,TR,20,1788.15,1780.83,1783.23,3,3,3,False
2019-02-12,12,EN,32,527.6,517.17,525.95,3,3,3,False
2019-02-12,15,CN,1,912.77,1830.11,2741.56,3,3,3,False
2019-02-12,1303,US,82,1629.36,3242.15,6542.7,4,4,4,False
2019-02-12,100,US,27,42756.08,32636.69,21712.25,3,3,3,False
2019-02-12,11,TR,14,1230.24,607.58,303.02,3,3,3,False
2019-02-12,9929,US,0,197.72,396.97,793.45,2,2,2,False
2019-02-12,158,US,27,2144.24,4311.34,6380.99,4,4,4,False
2019-02-12,53,TR,49,1870.41,1849.62,1880.85,3,3,3,False
2019-02-12,5240,CN,34,2779.69,2098.3,1400.48,2,2,2,True
2019-02-12,245,EN,95,1003.62,1013.73,1002.85,4,4,4,False
2019-02-12,4189,EN,27,1076.12,2149.92,4313.44,4,4,4,False
2019-02-12,11,TR,8,2747.07,5530.16,8274.59,3,3,3,False
2019-02-12,11,NL,23,1238.02,1217.28,1225.25,5,5,5,False
2019-02-12,837,TR,62,7440.99,14862.08,22567.72,3,3,3,False
2019-02-12,131481,TR,3,2009.68,4029.41,6017.33,1,1,1,True
2019-02-12,36,TR,55,2801.24,5647.06,11258.91,4,4,4,False
2019-02-12,3631,TR,40,1377.15,680.0,336.67,4,4,4,False
2019-02-12,17,US,66,818.49,621.57,405.72,1,1,,True
2019-02-12,52,US,47,3952.07,2980.77,1980.91,4,4,4,False
2019-02-12,12,CN,85,387.42,780.27,1154.72,4,4,4,False
2019-02-12,38939,TR,57,1435.05,5667.57,8575.9,5,5,5,True
2019-02-12,51,EN,38,23801.15,11800.54,,2,2,2,False
2019-02-12,25,NL,24,486.13,1960.06,2929.95,3,3,3,False
2019-02-12,6430,US,59,17061.57,8549.93,4228.28,2,2,2,False
2019-02-12,20,EN,85,661.39,1298.84,2604.95,3,3,3,False
2019-02-12,27,US,46,4464.66,17788.98,26570.03,2,2,2,False
2019-02-12,13,CN,97,535.79,2157.0,3216.95,3,3,3,False
2019-02-12,104251,NL,60,1683.09,1268.92,842.15,2,2,2,True
2019-02-12,29,US,83,1012.43,2006.33,3010.03,3,3,3,False
2019-02-12,154511,NL,99,389.56,1561.66,2326.01,1,1,1,True
2019-02-13,18,NL,26,23616.27,23555.19,23857.41,3,3,3,False
2019-02-13,11,EN,95,1182.06,875.49,573.84,2,2,2,True
2019-02-13,46561,US,41,192.67,385.68,766.76,3,3,3,False
2019-02-13,1063,NL,51,1322.71,2629.93,5302.69,3,3,3,False
2019-02-13,77,TR,92,20247.05,10121.81,5068.24,2,2,2,True
2019-02-13,483,NL,47,18492.45,18645.74,18439.36,2,2,2,False
2019-02-13,32,NL,31,2475.69,1860.04,1245.69,4,4,4,False
2019-02-13,2042,US,23,975.0,1988.89,3919.71,3,3,3,False
2019-02-13,1642,TR,2,447.82,894.95,1335.98,1,1,1,False
2019-02-13,12,NL,26,431.49,865.92,1718.58,5,5,5,False
2019-02-13,55739,US,72,3808.58,15300.17,22884.4,3,3,3,False
2019-02-13,261,US,39,719.88,729.02,724.37,2,2,2,False
2019-02-13,20,NL,22,117.81,465.83,709.03,4,4,4,False
2019-02-13,49,CN,6,1412.64,1415.62,1416.86,4,4,4,False
2019-02-13,32694,CN,80,2594.38,2582.87,2592.62,3,3,3,True
2019-02-13,109,EN,36,750.98,2992.24,4484.73,4,4,4,False
2019-02-13,858,CN,6,3661.03,7327.27,14562.14,1,1,1,False
2019-02-13,86889,CN,93,8137.2,16273.09,24266.63,5,5,5,False
2019-02-13,2501,US,76,10618.25,10641.26,10668.92,1,1,1,True
2019-02-13,3332,US,81,155.62,624.65,918.52,3,3,3,False
2019-02-13,29,NL,94,521.6,526.55,526.63,3,3,3,False
2019-02-13,3049,NL,21,39843.16,29637.4,19567.49,1,1,1,False
2019-02-13,122,US,77,26255.96,19882.1,13175.46,5,5,5,False
2019-02-13,55976,NL,81,113.2,452.36,673.96,2,2,2,False
2019-02-13,14,US,98,331.33,658.73,984.3,4,4,4,False
2019-02-13,40,CN,16,4735.29,18803.75,28302.47,3,3,3,False
2019-02-13,12,NL,18,6899.31,27420.93,40746.73,4,4,4,False
2019-02-13,106,CN,94,1210.51,,302.61,2,2,2,False
2019-02-13,15,EN,38,5339.56,10769.99,16362.8,3,3,3,False
2019-02-13,25390,NL,35,119.93,478.04,729.41,4,4,4,False
2019-02-13,66215,US,14,3231.65,13025.45,19557.16,3,3,3,False
2019-02-13,3091,US,62,138.49,275.54,551.24,3,3,3,False
2019-02-13,13,EN,28,2574.43,10274.11,15504.97,2,2,2,False
2019-02-13,70,US,59,643.66,647.5,645.02,2,2,2,False
2019-02-13,106297,CN,55,28378.62,14109.41,7016.28,4,4,4,False
2019-02-13,15,US,39,16789.43,16800.44,16833.7,3,3,3,False
2019-02-13,804,EN,15,2808.54,5693.41,11390.41,3,3,3,False
2019-02-13,79,TR,32,6545.27,6611.62,6652.06,2,2,2,False
2019-02-13,161137,TR,88,3941.73,7934.93,15936.49,3,3,3,True
2019-02-13,40,CN,15,1391.36,1421.92,1388.89,3,3,3,False
2019-02-13,11,TR,29,292.28,583.11,1170.75,1,1,1,False
2019-02-13,4575,US,97,179.12,715.68,1064.21,3,3,3,False
2019-02-13,60,EN,65,494.88,993.09,1497.99,2,2,2,False
2019-02-13,2683,CN,43,2929.54,1458.44,721.96,3,3,3,False
2019-02-13,13,TR,37,5435.55,10934.76,21925.12,3,3,3,False
2019-02-13,542,US,50,1020.56,1026.86,1014.29,2,2,2,False
2019-02-13,100,US,59,4011.56,8095.4,12173.42,1,1,1,False
2019-02-13,637,NL,17,4947.89,2478.35,1244.55,2,2,2,False
2019-02-13,28057,NL,4,8688.54,8669.35,8704.56,2,2,2,True
2019-02-13,117366,EN,39,3590.84,14412.46,21442.47,3,3,3,False
2019-02-13,8423,CN,5,476.63,1918.04,2899.72,2,2,2,False
2019-02-13,9929,TR,75,175.23,352.21,698.12,3,3,3,False
2019-02-13,580,TR,11,6971.35,13851.22,27817.42,3,3,3,False
2019-02-13,13,US,11,248.72,496.52,741.22,4,4,4,False
2019-02-13,3005,TR,72,15209.91,11380.92,7599.49,2,2,2,False
2019-02-13,15,EN,21,28154.43,28111.38,27969.08,2,2,2,False
2019-02-13,29,NL,48,1223.96,1232.48,1215.94,2,2,2,False
2019-02-13,4880,US,49,1281.68,951.66,638.44,3,3,3,False
2019-02-13,2664,CN,79,2103.1,1570.59,1049.83,3,3,3,True
2019-02-13,53,US,3,858.77,644.88,431.3,3,3,3,False
2019-02-13,10566,TR,49,51801.88,26073.16,12958.28,2,2,2,False
2019-02-13,78583,EN,2,1200.9,1193.97,1189.08,2,2,4,False
2019-02-13,704,CN,15,1481.08,2965.05,4418.71,3,3,3,False
2019-02-13,3412,US,13,242.36,485.8,728.61,2,2,2,True
2019-02-13,36,TR,63,2675.81,10734.42,16398.71,4,4,4,False
2019-02-13,114665,US,40,2471.54,2485.77,2501.73,1,1,1,False
2019-02-13,36,CN,67,506.52,1016.81,2018.83,4,4,4,False
2019-02-13,42156,TR,58,2073.36,2054.45,2050.54,1,1,1,True
2019-02-13,68499,NL,1,8005.34,16111.78,32225.77,4,4,5,False
2019-02-13,5638,CN,9,685.62,688.6,684.14,3,3,3,False
2019-02-13,16977,NL,74,5775.09,23397.21,34242.29,3,3,3,False
2019-02-13,253,NL,89,9491.85,4684.33,2350.61,3,3,3,False
2019-02-13,61989,TR,25,9792.86,4831.12,2417.07,3,3,3,True
2019-02-13,7428,US,3,1361.36,1360.77,1346.46,2,2,2,False
2019-02-13,60,US,89,1758.64,1741.45,1729.59,4,4,4,False
2019-02-13,11,EN,27,15547.97,7773.7,3893.79,3,3,3,False
2019-02-13,668,CN,1,2645.61,1965.08,1327.75,4,4,4,False
2019-02-13,24057,CN,65,1489.57,2963.67,5932.79,3,3,3,True
2019-02-13,30587,TR,15,2831.61,5659.6,8547.68,3,3,3,False
2019-02-13,22513,TR,56,869.2,661.08,432.54,3,3,3,True
2019-02-13,23,EN,22,1600.71,6356.27,9540.27,3,3,3,False
2019-02-13,176,EN,22,237.76,476.2,712.29,4,4,4,False
2019-02-13,1591,NL,76,10435.26,10448.97,10514.43,4,4,4,False
2019-02-13,3022,EN,20,4725.24,9352.1,14203.86,4,4,4,False
2019-02-13,65,US,24,304.84,614.77,921.49,2,2,2,False
2019-02-13,4081,NL,57,11352.41,5700.65,2882.6,4,4,5,True
2019-02-13,1210,EN,36,751.99,753.05,750.52,2,2,2,False
2019-02-13,909,US,48,4158.94,16709.69,24892.43,1,1,1,False
2019-02-13,2863,US,76,4985.93,3728.24,2513.23,2,2,2,False
2019-02-13,1404,NL,14,365.73,737.39,1467.23,2,2,2,False
2019-02-13,17,NL,27,2716.38,10906.19,16272.93,4,4,4,False
2019-02-13,36072,US,66,35229.3,35232.4,35119.92,4,4,4,True
2019-02-13,27,TR,86,5573.42,11112.14,,1,1,1,False
2019-02-13,7594,NL,3,28567.53,14375.79,7153.22,3,3,3,False
2019-02-13,18,CN,46,386.3,1551.7,2321.14,2,2,2,False
2019-02-13,2793,TR,49,49205.15,24635.97,12399.2,3,3,3,False
2019-02-13,46556,CN,59,,5891.01,8778.97,3,3,3,False
2019-02-13,11,EN,61,1384.42,1391.22,1379.39,3,3,3,False
2019-02-14,127543,NL,66,813.38,600.27,401.25,5,5,5,True
2019-02-14,11,NL,71,535.38,546.99,548.42,3,3,5,True
2019-02-14,11,US,42,1682.4,1248.16,847.77,3,3,3,False
2019-02-14,29468,NL,88,1163.76,582.79,293.29,5,5,5,True
2019-02-14,4946,CN,57,200.23,397.93,595.92,3,3,3,True
2019-02-14,13,TR,51,2411.56,1208.34,599.62,3,3,3,False
2019-02-14,76811,EN,75,752.3,1522.91,3045.58,3,3,3,False
2019-02-14,3185,TR,68,152.8,304.27,611.43,4,4,4,False
2019-02-14,13,CN,96,209.46,837.15,1251.03,4,4,4,False
2019-02-14,30545,EN,45,1132.14,561.3,282.82,4,4,4,True
2019-02-14,330,US,24,243.49,966.94,1448.65,4,4,4,False
2019-02-14,38,NL,24,2588.62,2623.14,2603.06,5,5,5,False
2019-02-14,19950,NL,34,39170.65,29709.11,19601.15,4,2,4,False
2019-02-14,7064,US,60,5863.89,5847.35,5892.84,4,4,4,False
2019-02-14,1776,CN,14,7741.52,15536.73,23506.13,3,3,3,False
2019-02-14,48163,US,89,2104.03,4219.92,6364.37,3,3,3,False
2019-02-14,30812,CN,73,8422.06,6265.12,4174.93,5,5,5,True
2019-02-14,25,EN,87,1368.87,1381.98,1366.41,4,4,4,False
2019-02-14,37967,TR,34,220.1,886.2,1321.5,4,4,4,False
2019-02-14,98,TR,28,4687.33,9307.2,18791.7,3,3,3,False
2019-02-14,187,US,37,13870.51,14014.17,13806.53,3,3,3,False
2019-02-14,116783,NL,68,10878.06,8161.62,5451.33,3,3,3,True
2019-02-14,9132,US,23,2336.43,1167.05,579.39,1,1,1,False
2019-02-14,57,NL,18,43157.02,21650.66,10716.01,3,3,3,False
2019-02-14,2390,US,45,25155.36,25374.9,25403.41,2,2,2,False
2019-02-14,656,US,48,36101.17,35633.12,36081.96,4,4,4,False
2019-02-14,14,TR,43,4349.49,8703.3,12956.22,4,4,4,False
2019-02-14,42330,NL,72,2214.91,1104.83,555.47,2,2,2,False
2019-02-14,19208,TR,25,12945.58,12887.72,12753.16,2,2,2,True
2019-02-14,11309,NL,24,468.93,1849.63,2781.85,4,4,4,False
2019-02-14,830,EN,34,8070.2,8126.79,8126.92,3,3,3,False
2019-02-14,24,EN,35,12989.08,26175.39,39017.36,3,3,3,False
2019-02-14,40416,EN,13,1050.97,1059.62,1054.35,3,3,3,True
2019-02-14,79,CN,55,648.49,1294.83,1960.36,2,2,2,False
2019-02-14,11,TR,5,2356.63,9474.19,14046.92,2,2,2,False
2019-02-14,130792,TR,31,163.95,330.29,664.57,5,5,5,False
2019-02-14,30767,EN,25,974.45,968.32,978.49,4,4,4,True
2019-02-14,1768,US,14,5971.05,2967.56,1489.37,1,1,1,False
2019-02-14,11,TR,48,5772.56,4365.1,2883.75,2,2,2,False
2019-02-14,25,NL,94,280.44,561.39,834.92,3,3,3,False
2019-02-14,236,TR,55,10956.21,21922.65,33079.94,2,2,2,False
2019-02-14,1886,TR,36,1361.13,5445.16,8203.15,2,2,2,False
2019-02-14,4914,NL,52,5146.7,5135.97,5117.62,2,2,2,False
2019-02-14,12836,EN,57,402.76,798.2,1205.78,2,2,2,True
2019-02-14,796,EN,82,2946.77,5909.27,8824.77,3,3,3,False
2019-02-14,2638,NL,77,221.71,450.91,901.4,5,5,5,False
2019-02-14,16907,TR,35,1262.2,2549.86,5060.52,3,3,,False
2019-02-14,5652,TR,10,57747.1,43060.48,28751.63,2,2,2,False
2019-02-14,94641,EN,26,358.94,723.51,1425.48,2,2,2,True
2019-02-14,36171,CN,1,10126.73,4986.29,2518.26,5,5,5,True
2019-02-14,17,EN,21,507.03,505.44,504.22,3,3,3,False
2019-02-14,86607,NL,65,7942.76,15649.5,23362.59,3,3,3,True
2019-02-14,21,CN,83,4426.74,8884.09,17530.21,4,4,4,False
2019-02-14,146566,CN,16,75802.07,38184.48,18917.54,3,3,3,False
2019-02-14,4528,NL,3,2064.04,4115.28,6120.39,3,3,3,False
2019-02-14,1873,US,13,271.29,1076.0,1618.45,5,5,5,False
2019-02-14,59,EN,6,22733.69,22780.92,22622.59,3,3,3,False
2019-02-14,14,TR,78,23743.58,17601.95,11777.2,3,3,3,False
2019-02-14,14,EN,93,141.81,570.47,852.09,3,3,3,False
2019-02-14,32833,NL,15,14169.11,14154.01,14031.68,5,5,5,False
2019-02-14,189,TR,65,983.95,742.56,490.45,5,5,5,True
2019-02-14,837,US,18,7087.1,5295.52,3507.68,4,4,4,False
2019-02-14,71838,NL,0,298.01,594.1,1191.89,3,3,3,False
2019-02-14,31,EN,30,8839.86,17980.82,35928.64,5,4,4,False
2019-02-14,9588,CN,3,1470.43,1474.69,1481.76,3,3,3,False
2019-02-14,293,NL,90,252.98,1022.8,1532.83,3,3,3,False
2019-02-14,22,NL,57,3583.17,2731.69,1785.65,2,2,2,True
2019-02-14,27889,EN,55,57047.57,28399.09,14107.99,3,3,3,False
2019-02-14,3506,US,52,2872.05,2861.39,2881.62,,2,2,False
2019-02-14,13,EN,88,523.4,1047.4,1570.39,4,4,4,False
2019-02-14,675,EN,85,49880.42,24934.11,12574.29,3,3,3,False
2019-02-14,27488,US,42,6004.3,11862.88,23549.27,3,3,3,False
2019-02-14,12,US,73,1710.31,3413.63,5155.58,4,4,4,False
2019-02-14,157,NL,96,205.97,414.71,621.96,3,3,3,True
2019-02-14,15728,CN,48,220.98,449.81,883.29,4,4,4,True
2019-02-14,29751,EN,59,1212.47,2426.67,4872.73,4,4,4,False
2019-02-14,10995,CN,93,286.86,581.55,1165.73,2,2,2,True
2019-02-14,49,US,93,962.75,3892.22,5769.87,3,3,3,False
2019-02-14,448,US,15,252.77,507.49,760.46,5,5,5,False
2019-02-14,7307,EN,72,921.62,3643.42,5440.97,4,4,4,False
2019-02-14,16,NL,80,9096.63,4514.18,2244.95,5,5,5,True
2019-02-14,1271,EN,98,5593.94,11216.14,22433.6,4,4,4,False
2019-02-14,5688,NL,59,970.03,1950.25,2963.59,3,3,3,False
2019-02-14,26910,TR,46,2224.36,4488.24,6742.49,2,1,2,False
2019-02-14,13,NL,14,1268.02,951.64,632.98,2,2,2,False
2019-02-14,62,EN,62,43306.17,21956.71,10807.29,2,2,2,False
2019-02-14,675,EN,27,341.64,688.09,1375.37,1,1,1,False
2019-02-14,4513,NL,19,23595.72,17736.77,11804.46,5,5,5,False
2019-02-14,6386,CN,96,34022.65,34214.67,34015.08,3,,3,False
2019-02-14,30,NL,62,4663.47,4652.79,4598.3,2,2,2,False
2019-02-14,11,TR,32,181.24,365.07,721.82,4,4,4,False
2019-02-14,4139,TR,35,1735.87,1732.47,1727.08,3,3,3,False
2019-02-14,54704,CN,12,1006.46,4042.63,6111.36,2,1,1,True
2019-02-14,14341,TR,61,3806.45,2845.32,1916.82,2,2,2,True
2019-02-14,1763,EN,67,2844.22,,11397.21,3,3,3,False
2019-02-14,124358,CN,22,48782.4,36738.78,24525.93,4,4,4,False
2019-02-14,190,CN,71,1311.06,999.95,672.68,2,2,2,True
2019-02-14,554,CN,12,4377.2,4376.2,4444.64,3,3,3,False
2019-02-14,11,NL,87,567.48,1155.25,1714.67,1,,1,False
2019-02-14,85095,NL,39,3372.79,1678.15,836.48,2,2,2,True
2019-02-14,1106,CN,29,411.49,1654.19,2488.82,2,2,2,False
2019-02-14,118,TR,93,4280.67,4246.92,4295.32,1,1,1,False
2019-02-14,11,EN,24,1993.3,997.92,500.37,3,3,3,False
2019-02-14,87,EN,96,11317.94,22240.21,33809.58,3,3,3,False
2019-02-14,11,NL,72,2570.13,5122.29,10207.52,1,1,1,False
2019-02-14,59,US,25,986.04,748.02,496.86,2,2,2,True
2019-02-14,90904,CN,23,2661.49,1998.96,1335.82,5,5,5,False
2019-02-14,16,US,96,12928.57,6502.95,3235.61,2,2,2,True
2019-02-15,705,EN,38,25445.47,25880.6,25908.53,4,4,4,False
2019-02-15,19,NL,88,2638.3,2664.51,2664.87,4,4,5,False
2019-02-15,12105,NL,78,371.56,739.65,1460.24,3,3,3,False
2019-02-15,863,NL,60,1874.6,3723.8,5648.16,2,2,2,False
2019-02-15,21,NL,48,441.39,869.91,1323.22,2,2,2,False
2019-02-15,32702,NL,40,,663.7,1328.21,3,3,3,False
2019-02-15,12198,CN,69,4962.46,4911.35,4974.96,3,3,3,False
2019-02-15,90737,US,19,188.25,757.33,1134.19,3,3,3,False
2019-02-15,11,EN,43,264.01,524.28,1056.59,4,4,,False
2019-02-15,251,EN,15,3235.22,12942.95,19345.66,3,3,3,False
2019-02-15,162455,NL,20,3740.1,3770.82,3753.56,5,5,5,True
2019-02-15,16896,NL,14,1802.73,896.45,447.14,3,3,3,True
2019-02-15,21501,NL,38,135.32,542.93,810.73,2,2,2,False
2019-02-15,1736,TR,41,798.44,602.59,400.49,3,3,3,False
2019-02-15,5201,EN,60,1099.14,549.05,273.79,4,4,4,True
2019-02-15,15749,NL,3,23771.26,11914.34,5952.16,3,2,2,False
2019-02-15,13,US,23,863.66,1703.4,2594.52,4,4,5,False
2019-02-15,4078,TR,2,185.14,369.37,737.28,1,1,1,False
2019-02-15,17773,CN,0,2748.38,2740.0,2735.04,5,5,5,False
2019-02-15,11,TR,93,9652.25,19214.18,29045.3,3,3,3,False
2019-02-15,45,TR,12,839.32,1684.3,2529.51,2,2,2,False
2019-02-15,58,TR,53,856.26,632.87,425.05,4,4,4,False
2019-02-15,28433,US,81,1555.1,1162.77,776.89,1,1,1,False
2019-02-15,11673,EN,39,2199.03,4459.43,6644.75,3,2,3,False
2019-02-15,2646,NL,10,2305.89,1153.25,581.41,4,4,4,True
2019-02-15,15635,US,41,60251.51,30310.95,15052.76,5,5,5,False
2019-02-15,240,US,92,18203.06,18013.22,17842.79,3,3,3,False
2019-02-15,36273,NL,3,19228.5,9570.65,4819.18,4,4,4,True
2019-02-15,26,TR,24,1249.65,1260.9,1262.08,2,2,2,False
2019-02-15,4708,CN,99,1347.53,669.51,333.01,1,1,1,True
2019-02-15,28,TR,35,20963.91,15625.28,10426.8,1,1,1,False
2019-02-15,11,TR,63,204.68,822.34,1236.04,3,3,3,False
2019-02-15,40,EN,43,13513.69,13433.34,13488.12,2,2,2,False
2019-02-15,380,TR,39,23150.88,17380.47,11643.24,1,1,1,False
2019-02-15,24875,CN,91,4204.4,8400.92,12544.85,5,5,5,False
